CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL2111342	105041	Dopamine receptor D2 and D3	P19020, P61169	SELECTIVITY GROUP	Rattus norvegicus	128	162
CHEMBL2111378	105068	Histamine receptor (H3 and H4)	Q9Y5N1, Q9H3N8	SELECTIVITY GROUP	Homo sapiens	26	48
CHEMBL2111395	105090	Beta-adrenergic receptor	P18762, P25962, P34971	PROTEIN FAMILY	Mus musculus	26	33
CHEMBL2111423	104933	Melanocortin receptor (M1 and M4)	P32245, Q01726	SELECTIVITY GROUP	Homo sapiens	69	69
CHEMBL2111433	104944	Muscarinic receptor M1 and M2	P08482, P10980	SELECTIVITY GROUP	Rattus norvegicus	148	179
CHEMBL2095200	104784	Serotonin 2 (5-HT2) receptor	P41595, P28335, P28223	PROTEIN FAMILY	Homo sapiens	237	281
CHEMBL2095203	104787	Adrenergic receptor alpha	P18089, P08913, P18825, P35368, P25100, P35348	PROTEIN FAMILY	Homo sapiens	102	139
CHEMBL2096974	104854	Adrenergic receptor beta; ADRB1 & ADRB2	P08588, P07550	SELECTIVITY GROUP	Homo sapiens	185	240
CHEMBL2095221	104797	Vasopressin V1 receptor	P30560, P48974	PROTEIN FAMILY	Rattus norvegicus	297	358
CHEMBL2093868	104684	Dopamine receptor	P61169, P25115, P18901, P19020, P30729	PROTEIN FAMILY	Rattus norvegicus	745	1302
CHEMBL2095149	104734	Opioid receptors; mu & delta	P35372, P41143	SELECTIVITY GROUP	Homo sapiens	1254	1417
CHEMBL2095151	104736	Opioid receptors; delta & kappa	P41143, P41145	SELECTIVITY GROUP	Homo sapiens	686	926
CHEMBL2096905	104842	Dopamine receptor	P21728, P35462, P14416, P21917, P21918	PROTEIN FAMILY	Homo sapiens	88	106
CHEMBL2096981	104861	Cannabinoid receptor	P34972, P21554	PROTEIN FAMILY	Homo sapiens	227	236
CHEMBL2094131	104713	Adenosine receptors; A1 & A2	P25099, P30543, P29276	SELECTIVITY GROUP	Rattus norvegicus	706	886
CHEMBL2094251	104723	Adrenergic receptor alpha-1	P25100, P35368, P35348	PROTEIN FAMILY	Homo sapiens	624	774
CHEMBL2412950	107638	Uncharacterized protein	E1BKU0	SINGLE PROTEIN	Bos taurus	1	1
CHEMBL2259248	105537	Endothelin B receptor	Q9N0W7	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL2366429	106573	Uncharacterized protein	E1BKU0	SINGLE PROTEIN	Bos taurus	11	11
CHEMBL2111452	104974	Alpha-1 adrenergic receptor	P97714, P97718, P97717	PROTEIN FAMILY	Mus musculus	37	38
CHEMBL2434818	107668	Orexin receptor type 2	P58308	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL2111453	104975	Endothelin receptor	P21451, P26684	PROTEIN FAMILY	Rattus norvegicus	145	172
CHEMBL2111460	104984	Dopamine D2 receptor and serotonin 1a receptor	P08908, P14416	SELECTIVITY GROUP	Homo sapiens	10	10
CHEMBL2111467	104993	Alpha adrenergic receptor (1a and 1d)	P25100, P35348	SELECTIVITY GROUP	Homo sapiens	123	128
CHEMBL2321627	105616	C-C chemokine receptor-like 2	O00421	SINGLE PROTEIN	Homo sapiens	1	3
CHEMBL3038479	107905	fMet-Leu-Phe receptor 1/2	P21462, P25090	PROTEIN FAMILY	Homo sapiens	20	40
CHEMBL3038507	107933	Nociceptin/mu opioid receptor	P35370, P33535	PROTEIN FAMILY	Rattus norvegicus	2	10
CHEMBL2489	10616	Prostanoid EP4 receptor	P32240	SINGLE PROTEIN	Mus musculus	249	310
CHEMBL2566	12487	Melatonin receptor 1B	B7X946	SINGLE PROTEIN	Rattus norvegicus	1	2
CHEMBL2574	10086	Dopamine D4 receptor	P51436	SINGLE PROTEIN	Mus musculus	1	5
CHEMBL2583	10021	Serotonin 2b (5-HT2b) receptor	Q02152	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL1805	279	Serotonin 1f (5-HT1f) receptor	P30939	SINGLE PROTEIN	Homo sapiens	145	199
CHEMBL227	115	Type-1 angiotensin II receptor	P30556	SINGLE PROTEIN	Homo sapiens	1204	1475
CHEMBL234	130	Dopamine D3 receptor	P35462	SINGLE PROTEIN	Homo sapiens	4543	6994
CHEMBL1854	95	Luteinizing hormone/Choriogonadotropin receptor	P22888	SINGLE PROTEIN	Homo sapiens	228	309
CHEMBL255	278	Adenosine A2b receptor	P29275	SINGLE PROTEIN	Homo sapiens	3357	4709
CHEMBL236	136	Delta opioid receptor	P41143	SINGLE PROTEIN	Homo sapiens	5858	10044
CHEMBL1945	11084	Melatonin receptor 1A	P48039	SINGLE PROTEIN	Homo sapiens	949	1630
CHEMBL3122	17061	Alpha-1b adrenergic receptor	P18841	SINGLE PROTEIN	Mesocricetus auratus	163	201
CHEMBL3176	11498	Galanin receptor 2	O43603	SINGLE PROTEIN	Homo sapiens	177	334
CHEMBL1965	154	Melanocortin receptor 2	Q01718	SINGLE PROTEIN	Homo sapiens	1	4
CHEMBL1995	143	Prostanoid IP receptor	P43119	SINGLE PROTEIN	Homo sapiens	492	573
CHEMBL2001	176	Purinergic receptor P2Y12	Q9H244	SINGLE PROTEIN	Homo sapiens	1045	1836
CHEMBL2024	99	Follicle stimulating hormone receptor	P23945	SINGLE PROTEIN	Homo sapiens	110	150
CHEMBL2279	13079	Melanocortin receptor 2	Q64326	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL2344	12720	Vasopressin V2 receptor	P48044	SINGLE PROTEIN	Bos taurus	22	32
CHEMBL317	12485	Muscarinic acetylcholine receptor M4	P08485	SINGLE PROTEIN	Rattus norvegicus	186	277
CHEMBL3819	10808	Lysophosphatidic acid receptor Edg-2	Q92633	SINGLE PROTEIN	Homo sapiens	192	387
CHEMBL3875	10426	Thyrotropin-releasing hormone receptor 2	Q9R297	SINGLE PROTEIN	Rattus norvegicus	31	58
CHEMBL3892	10950	Sphingosine 1-phosphate receptor Edg-3 	Q99500	SINGLE PROTEIN	Homo sapiens	1222	1539
CHEMBL3252	10728	Beta-1 adrenergic receptor	P18090	SINGLE PROTEIN	Rattus norvegicus	337	481
CHEMBL2605	17086	Adenosine A2a receptor	P46616	SINGLE PROTEIN	Cavia porcellus	76	87
CHEMBL302	11736	Adenosine A2a receptor	P30543	SINGLE PROTEIN	Rattus norvegicus	2213	2831
CHEMBL2657	10994	Leukotriene B4 receptor 1	O88855	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3952	17084	Kappa opioid receptor	P41144	SINGLE PROTEIN	Cavia porcellus	2334	3736
CHEMBL4015	11575	C-C chemokine receptor type 2	P41597	SINGLE PROTEIN	Homo sapiens	2663	4837
CHEMBL4023	17075	Melanocortin receptor 3	P32244	SINGLE PROTEIN	Rattus norvegicus	19	22
CHEMBL4027	10685	Neurokinin 1 receptor	P14600	SINGLE PROTEIN	Rattus norvegicus	788	904
CHEMBL4077	12708	Melanocortin receptor 1	Q01727	SINGLE PROTEIN	Mus musculus	494	598
CHEMBL3942	17073	Neurokinin 1 receptor	P30547	SINGLE PROTEIN	Cavia porcellus	641	851
CHEMBL3949	17081	Endothelin receptor ET-B	P35463	SINGLE PROTEIN	Sus scrofa	454	468
CHEMBL3371	10627	Serotonin 6 (5-HT6) receptor	P50406	SINGLE PROTEIN	Homo sapiens	3852	6425
CHEMBL3427	11427	Dopamine D2 receptor	P61168	SINGLE PROTEIN	Mus musculus	234	246
CHEMBL3540	100822	G-protein coupled receptor ChemR23	Q99788	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL3570	10485	Neurotensin receptor 1	O88319	SINGLE PROTEIN	Mus musculus	32	43
CHEMBL3597	10625	Serotonin 5a (5-HT5a) receptor	P30966	SINGLE PROTEIN	Mus musculus	40	43
CHEMBL4322	12841	Histamine H1 receptor	P70174	SINGLE PROTEIN	Mus musculus	51	53
CHEMBL277	10688	Muscarinic acetylcholine receptor M5	P08911	SINGLE PROTEIN	Rattus norvegicus	70	94
CHEMBL4130	12789	Endothelin receptor ET-A	Q29010	SINGLE PROTEIN	Sus scrofa	357	413
CHEMBL4280	12641	Gastrin releasing peptide receptor	P52500	SINGLE PROTEIN	Rattus norvegicus	62	146
CHEMBL4596	100436	C-C chemokine receptor type 8	P51685	SINGLE PROTEIN	Homo sapiens	215	298
CHEMBL4744	10654	Alpha-2a adrenergic receptor	Q28838	SINGLE PROTEIN	Bos taurus	133	162
CHEMBL4333	11631	Sphingosine 1-phosphate receptor Edg-1 	P21453	SINGLE PROTEIN	Homo sapiens	1567	2091
CHEMBL4401	12790	Endothelin receptor ET-B	P28088	SINGLE PROTEIN	Bos taurus	29	31
CHEMBL4424	100433	Lysophosphatidic acid receptor Edg-7	Q8K5E0	SINGLE PROTEIN	Rattus norvegicus	15	37
CHEMBL4489	12294	Melanocortin receptor 5	P41149	SINGLE PROTEIN	Mus musculus	305	387
CHEMBL4503	12965	Nociceptin receptor	P35370	SINGLE PROTEIN	Rattus norvegicus	95	197
CHEMBL4518	100848	Purinergic receptor P2Y14	Q15391	SINGLE PROTEIN	Homo sapiens	89	106
CHEMBL5076	20166	Histamine H3 receptor	Q9JI35	SINGLE PROTEIN	Cavia porcellus	665	999
CHEMBL4774	11004	Melanocortin receptor 3	P33033	SINGLE PROTEIN	Mus musculus	269	351
CHEMBL4777	10475	Neuropeptide Y receptor type 1	P25929	SINGLE PROTEIN	Homo sapiens	2164	3325
CHEMBL4867	10871	Purinergic receptor P2Y11	Q96G91	SINGLE PROTEIN	Homo sapiens	66	104
CHEMBL5038	20162	Melanin-concentrating hormone receptor 2	Q969V1	SINGLE PROTEIN	Homo sapiens	292	300
CHEMBL5113	10009	Orexin receptor 1	O43613	SINGLE PROTEIN	Homo sapiens	1107	1633
CHEMBL5155	101090	B1 bradykinin receptor	Q3BCU0	SINGLE PROTEIN	Macaca fascicularis	48	48
CHEMBL5493	100867	Free fatty acid receptor 2	O15552	SINGLE PROTEIN	Homo sapiens	145	231
CHEMBL5498	100872	Muscarinic acetylcholine receptor M3	Q8VH26	SINGLE PROTEIN	Cavia porcellus	757	1133
CHEMBL5556	101235	C-X-C chemokine receptor type 4	O08565	SINGLE PROTEIN	Rattus norvegicus	5	7
CHEMBL5649	101268	Prokineticin receptor 1	Q8TCW9	SINGLE PROTEIN	Homo sapiens	28	33
CHEMBL5652	101271	Glucose-dependent insulinotropic receptor	Q8TDV5	SINGLE PROTEIN	Homo sapiens	748	1472
CHEMBL1075172	103111	C-X-C chemokine receptor type 3	Q9JII9	SINGLE PROTEIN	Rattus norvegicus	17	18
CHEMBL1075178	103121	Neuromedin-U receptor 1	Q9HB89	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL5577	101237	Galanin receptor 2	O08726	SINGLE PROTEIN	Rattus norvegicus	14	14
CHEMBL1075223	102921	G-protein coupled bile acid receptor 1	Q80T02	SINGLE PROTEIN	Rattus norvegicus	3	3
CHEMBL5994	102648	C-X-C chemokine receptor type 6	O00574	SINGLE PROTEIN	Homo sapiens	4	6
CHEMBL4288	19900	Follicle stimulating hormone receptor	P20395	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL1681611	103904	Prolactin-releasing peptide receptor	P49683	SINGLE PROTEIN	Homo sapiens	3	4
CHEMBL1293267	103700	G-protein coupled receptor 35	Q9HC97	SINGLE PROTEIN	Homo sapiens	448	1162
CHEMBL1075298	102849	Purinergic receptor P2Y2	P35383	SINGLE PROTEIN	Mus musculus	36	46
CHEMBL1287626	103628	Adenosine receptor A3	Q0VC81	SINGLE PROTEIN	Bos taurus	3	3
CHEMBL1795104	104184	Endothelin receptor type A	A5A8K3	SINGLE PROTEIN	Oryctolagus cuniculus	38	38
CHEMBL1795180	104260	Free fatty acid receptor 1	Q8K3T4	SINGLE PROTEIN	Rattus norvegicus	101	121
CHEMBL1275216	103592	Orexin receptor 2	P56719	SINGLE PROTEIN	Rattus norvegicus	5	12
CHEMBL1681617	103910	Endothelin receptor ET-B	P48302	SINGLE PROTEIN	Mus musculus	14	15
CHEMBL2096678	104833	Endothelin receptor, ET-A/ET-B	P24530, P25101	PROTEIN FAMILY	Homo sapiens	261	286
CHEMBL2111338	105037	Alpha-2 adrenergic receptor	Q01338, P30545, Q01337	PROTEIN FAMILY	Mus musculus	53	120
CHEMBL2111398	105093	Serotonin receptor 2a and 2b (5HT2A and 5HT2B)	P14842, P30994	SELECTIVITY GROUP	Rattus norvegicus	69	71
CHEMBL2111445	104962	Muscarinic acetylcholine receptor M2 and M4	P08172, P08173	SELECTIVITY GROUP	Homo sapiens	90	95
CHEMBL2095195	104779	Adenosine receptors; A1 & A3	P30542, P33765	SELECTIVITY GROUP	Homo sapiens	386	449
CHEMBL2095230	104802	Serotonin 1 receptors; 5-HT1B & 5-HT1D	P28222, P28221	SELECTIVITY GROUP	Homo sapiens	251	340
CHEMBL2093864	104680	Adrenergic receptor alpha-2	P22086, P19328, P22909	PROTEIN FAMILY	Rattus norvegicus	1886	2918
CHEMBL2095166	104751	Adrenergic receptor beta	P18090, P26255, P10608	PROTEIN FAMILY	Rattus norvegicus	436	686
CHEMBL2095181	104765	Opioid receptors; mu/kappa/delta	P35372, P41145, P41143	PROTEIN FAMILY	Homo sapiens	259	516
CHEMBL2094112	104694	Angiotensin II receptor	P29089, P25095, P35351	PROTEIN FAMILY	Rattus norvegicus	1083	1735
CHEMBL2095158	104743	Adrenergic receptor alpha-2	P18089, P18825, P08913	PROTEIN FAMILY	Homo sapiens	310	537
CHEMBL2094256	104728	Angiotensin II receptor	P30556, P50052	PROTEIN FAMILY	Homo sapiens	937	1038
CHEMBL2111323	105017	Melanocortin receptor (M3 and M4)	P32245, P41968	SELECTIVITY GROUP	Homo sapiens	114	123
CHEMBL2150838	105189	Succinate receptor 1	Q9BXA5	SINGLE PROTEIN	Homo sapiens	57	57
CHEMBL2150843	105194	Alpha-1A adrenergic receptor	Q9WU25	SINGLE PROTEIN	Cavia porcellus	6	6
CHEMBL2363041	105736	Sphingosine 1-phosphate receptor	P21453, O95977, O95136, Q99500, Q9H228	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2390813	107606	G-protein coupled receptor 35	Q9ES90	SINGLE PROTEIN	Mus musculus	44	51
CHEMBL3259470	108311	G-protein coupled receptor 183	P32249	SINGLE PROTEIN	Homo sapiens	22	61
CHEMBL2514	10486	Neurotensin receptor 2	O95665	SINGLE PROTEIN	Homo sapiens	108	123
CHEMBL2587	10352	Neuropeptide Y receptor type 1	P21555	SINGLE PROTEIN	Rattus norvegicus	8	8
CHEMBL253	259	Cannabinoid CB2 receptor	P34972	SINGLE PROTEIN	Homo sapiens	5389	9290
CHEMBL1853	10183	Somatostatin receptor 4	P31391	SINGLE PROTEIN	Homo sapiens	746	831
CHEMBL219	90	Dopamine D4 receptor	P21917	SINGLE PROTEIN	Homo sapiens	3378	5409
CHEMBL1867	52	Alpha-2a adrenergic receptor	P08913	SINGLE PROTEIN	Homo sapiens	1966	3464
CHEMBL1881	142	Prostanoid EP2 receptor	P43116	SINGLE PROTEIN	Homo sapiens	506	588
CHEMBL1901	10472	Cholecystokinin A receptor	P32238	SINGLE PROTEIN	Homo sapiens	1453	2860
CHEMBL249	250	Neurokinin 1 receptor	P25103	SINGLE PROTEIN	Homo sapiens	3663	5543
CHEMBL1921	148	Vasopressin V1b receptor	P47901	SINGLE PROTEIN	Homo sapiens	838	953
CHEMBL1942	216	Alpha-2b adrenergic receptor	P18089	SINGLE PROTEIN	Homo sapiens	1456	2747
CHEMBL2124	10543	Pyrimidinergic receptor P2Y4	O35811	SINGLE PROTEIN	Rattus norvegicus	3	3
CHEMBL2181	10613	Prostanoid EP1 receptor	P35375	SINGLE PROTEIN	Mus musculus	248	289
CHEMBL2188	11000	Purinergic receptor P2Y12	Q9EPX4	SINGLE PROTEIN	Rattus norvegicus	30	30
CHEMBL2237	11831	Adenosine A2b receptor	Q60614	SINGLE PROTEIN	Mus musculus	15	18
CHEMBL256	280	Adenosine A3 receptor	P33765	SINGLE PROTEIN	Homo sapiens	6053	9903
CHEMBL225	108	Serotonin 2c (5-HT2c) receptor	P28335	SINGLE PROTEIN	Homo sapiens	4310	6849
CHEMBL251	252	Adenosine A2a receptor	P29274	SINGLE PROTEIN	Homo sapiens	7181	10184
CHEMBL2069	246	Thromboxane A2 receptor	P21731	SINGLE PROTEIN	Homo sapiens	1460	2329
CHEMBL2114	10657	Adenosine A1 receptor	P49892	SINGLE PROTEIN	Gallus gallus	14	14
CHEMBL2115	10658	Adenosine A2a receptor	Q60613	SINGLE PROTEIN	Mus musculus	48	49
CHEMBL2289	12887	Beta-2 adrenergic receptor	P54833	SINGLE PROTEIN	Canis lupus familiaris	231	258
CHEMBL315	12474	Alpha-1b adrenergic receptor	P15823	SINGLE PROTEIN	Rattus norvegicus	1349	2351
CHEMBL2882	10116	Histamine H2 receptor	P47747	SINGLE PROTEIN	Cavia porcellus	923	1572
CHEMBL2967	12163	Dopamine D1 receptor	Q95136	SINGLE PROTEIN	Bos taurus	300	387
CHEMBL3795	11869	Melanocortin receptor 1	Q01726	SINGLE PROTEIN	Homo sapiens	855	1747
CHEMBL3801	18000	Beta-2 adrenergic receptor	Q28997	SINGLE PROTEIN	Sus scrofa	19	19
CHEMBL3872	11811	C-C chemokine receptor type 1	P51675	SINGLE PROTEIN	Mus musculus	64	71
CHEMBL323	12688	Serotonin 2b (5-HT2b) receptor	P30994	SINGLE PROTEIN	Rattus norvegicus	246	307
CHEMBL3250	19689	Lysophosphatidic acid receptor Edg-7	Q9UBY5	SINGLE PROTEIN	Homo sapiens	207	354
CHEMBL2813	11898	Neurokinin 2 receptor	P30549	SINGLE PROTEIN	Mus musculus	21	21
CHEMBL263	10273	Type-1B angiotensin II receptor	P29089	SINGLE PROTEIN	Rattus norvegicus	494	540
CHEMBL3425	10682	Neuropeptide FF receptor 2	Q9EQD2	SINGLE PROTEIN	Rattus norvegicus	48	96
CHEMBL3426	10624	Serotonin 5a (5-HT5a) receptor	P47898	SINGLE PROTEIN	Homo sapiens	720	783
CHEMBL3501	17120	Cholecystokinin A receptor	Q63931	SINGLE PROTEIN	Cavia porcellus	799	969
CHEMBL3571	10502	Cannabinoid CB1 receptor	P20272	SINGLE PROTEIN	Rattus norvegicus	2037	2793
CHEMBL3573	11295	Histamine H1 receptor	P30546	SINGLE PROTEIN	Bos taurus	13	13
CHEMBL4731	18013	Hydroxycarboxylic acid receptor 2	Q80Z39	SINGLE PROTEIN	Rattus norvegicus	41	52
CHEMBL4572	10687	Muscarinic acetylcholine receptor M4	P32211	SINGLE PROTEIN	Mus musculus	6	11
CHEMBL4336	12507	Prostanoid EP3 receptor	P30557	SINGLE PROTEIN	Mus musculus	321	495
CHEMBL4354	100044	Mu opioid receptor	P97266	SINGLE PROTEIN	Cavia porcellus	2093	3257
CHEMBL4921	10928	Urotensin II receptor	P49684	SINGLE PROTEIN	Rattus norvegicus	165	239
CHEMBL5015	100865	Ghrelin receptor	Q8MHZ5	SINGLE PROTEIN	Ovis aries	38	39
CHEMBL5373	10294	Cannabinoid CB2 receptor	P47936	SINGLE PROTEIN	Mus musculus	424	491
CHEMBL5377	10620	Serotonin 2a (5-HT2a) receptor	P35363	SINGLE PROTEIN	Mus musculus	251	256
CHEMBL5306	101152	Motilin receptor	A5A4K8	SINGLE PROTEIN	Oryctolagus cuniculus	121	232
CHEMBL5307	101153	Growth hormone secretagogue receptor type 1	A5A4K9	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL5339	100956	G-protein coupled receptor 120	Q5NUL3	SINGLE PROTEIN	Homo sapiens	97	176
CHEMBL5497	100871	Neuropeptide S receptor	Q8BZP8	SINGLE PROTEIN	Mus musculus	117	231
CHEMBL5504	100998	Galanin receptor 1	Q62805	SINGLE PROTEIN	Rattus norvegicus	12	12
CHEMBL5674	102416	Prostanoid EP3 receptor	P34980	SINGLE PROTEIN	Rattus norvegicus	8	9
CHEMBL5746	101536	C5a anaphylatoxin chemotactic receptor	P30993	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL5963	101392	Proteinase-activated receptor 2	P55085	SINGLE PROTEIN	Homo sapiens	106	222
CHEMBL6041	101426	Proteinase-activated receptor 1	P26824	SINGLE PROTEIN	Rattus norvegicus	8	8
CHEMBL5456	100027	Dopamine D2 receptor	P52702	SINGLE PROTEIN	Chlorocebus aethiops	24	26
CHEMBL1250365	103498	C-X-C chemokine receptor type 4	P70658	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL2096671	104826	Serotonin 2 (5-HT2) receptor	P34968, Q02152, P35363	PROTEIN FAMILY	Mus musculus	168	200
CHEMBL2096679	104834	Adenosine receptors; A1 & A2	P29274, P29275, P30542	SELECTIVITY GROUP	Homo sapiens	171	188
CHEMBL2096681	104836	Adenosine receptors; A1 & A3	P25099, P28647	SELECTIVITY GROUP	Rattus norvegicus	261	275
CHEMBL1907610	104304	Adrenergic receptor alpha-1	P15823, P23944, P43140	PROTEIN FAMILY	Rattus norvegicus	3563	4813
CHEMBL2111383	105075	Serotonin receptor 2a and 2c (5HT2A and 5HT2C)	P14842, P08909	SELECTIVITY GROUP	Rattus norvegicus	139	162
CHEMBL2111386	105078	Adenosine receptor	P30543, P28647, P29276, P25099	PROTEIN FAMILY	Rattus norvegicus	25	55
CHEMBL2111406	105102	Dopamine D2 receptor and Serotonin 2a receptor (D2 and 5HT2a)	P14842, P61169	SELECTIVITY GROUP	Rattus norvegicus	45	59
CHEMBL2111438	104953	Neurotensin receptor	O95665, P30989	PROTEIN FAMILY	Homo sapiens	13	15
CHEMBL2095213	104790	Adenosine receptors; A2a & A3	P29274, P33765	SELECTIVITY GROUP	Homo sapiens	298	373
CHEMBL2097175	104886	Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor	P14842, P08909, P30994, P61169	SELECTIVITY GROUP	Rattus norvegicus	108	132
CHEMBL1926490	104385	Alpha-1A adrenergic receptor	Q9TSW7	SINGLE PROTEIN	Sus scrofa	24	24
CHEMBL2095396	104807	Dopamine receptors; D2 & D4	P14416, P21917	SELECTIVITY GROUP	Homo sapiens	282	360
CHEMBL2096908	104845	Adenosine receptors; A1 & A2b	P30542, P29275	SELECTIVITY GROUP	Homo sapiens	255	259
CHEMBL2096909	104846	Interleukin-8 receptors, CXCR1/CXCR2	P25024, P25025	PROTEIN FAMILY	Homo sapiens	224	259
CHEMBL2096986	104866	Cholecystokinin receptor	P30553, P30551	PROTEIN FAMILY	Rattus norvegicus	219	226
CHEMBL2094254	104726	Cysteinyl leukotriene receptor	Q9Y271, Q9NS75	PROTEIN FAMILY	Homo sapiens	822	1146
CHEMBL2094257	104729	Adenosine A2 receptor	P29275, P29274	PROTEIN FAMILY	Homo sapiens	834	1015
CHEMBL3307226	108439	Orexin receptor	O43613, O43614	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL3124732	108044	Beta-3 adrenergic receptor	Q28524	SINGLE PROTEIN	Macaca mulatta	3	6
CHEMBL2146351	105178	G-protein coupled receptor 81	B9UM29	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL2146354	105181	Hydroxycarboxylic acid receptor 1	Q8C131	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL2366467	106611	Muscarinic acetylcholine receptor DM1	P16395	SINGLE PROTEIN	Drosophila melanogaster	23	50
CHEMBL2111466	104992	Serotonin receptor (2b and 2c)	P28335, P41595	SELECTIVITY GROUP	Homo sapiens	114	118
CHEMBL2111468	104994	Dopamine D2 receptor and serotonin 2a receptor	P14416, P28223	SELECTIVITY GROUP	Homo sapiens	93	120
CHEMBL3085617	107965	Probable G-protein coupled receptor 151	Q8TDV0	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3301387	108401	Cannabinoid CB1 receptor/orexin receptor 1 complex	P21554, O43613	PROTEIN COMPLEX	Homo sapiens	9	18
CHEMBL2221343	105505	Opioid receptors; mu and delta	P32300, P42866	PROTEIN FAMILY	Mus musculus	31	63
CHEMBL3243915	108302	Oxytocin-like receptor	Q5D7U5	SINGLE PROTEIN	Gallus gallus	2	2
CHEMBL2363068	105763	Prostaglandin E2 receptor	P34995, P35408, P43115, P43116	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2456	10956	Luteinizing hormone/Choriogonadotropin receptor	P16235	SINGLE PROTEIN	Rattus norvegicus	82	157
CHEMBL2501	10402	Bradykinin B2 receptor	P25023	SINGLE PROTEIN	Rattus norvegicus	83	90
CHEMBL245	219	Muscarinic acetylcholine receptor M3	P20309	SINGLE PROTEIN	Homo sapiens	3092	4752
CHEMBL1946	11085	Melatonin receptor 1B	P49286	SINGLE PROTEIN	Homo sapiens	808	1426
CHEMBL2123	10541	Pyrimidinergic receptor P2Y4	P51582	SINGLE PROTEIN	Homo sapiens	305	431
CHEMBL2126	10949	Leukotriene B4 receptor 1	Q9R0Q2	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL2182	10618	Serotonin 1e (5-HT1e) receptor	P28566	SINGLE PROTEIN	Homo sapiens	285	304
CHEMBL1963	78	Thyroid stimulating hormone receptor	P16473	SINGLE PROTEIN	Homo sapiens	17120	29904
CHEMBL2049	116	Oxytocin receptor	P30559	SINGLE PROTEIN	Homo sapiens	856	1104
CHEMBL2274	12023	Sphingosine 1-phosphate receptor Edg-8	Q9H228	SINGLE PROTEIN	Homo sapiens	361	484
CHEMBL2281	12755	Dopamine D5 receptor	P25115	SINGLE PROTEIN	Rattus norvegicus	30	30
CHEMBL2327	10184	Neurokinin 2 receptor	P21452	SINGLE PROTEIN	Homo sapiens	1925	3016
CHEMBL2368	10453	Dopamine D1 receptor	P35406	SINGLE PROTEIN	Carassius auratus	35	78
CHEMBL2414	10579	C-C chemokine receptor type 4	P51679	SINGLE PROTEIN	Homo sapiens	1343	2496
CHEMBL2868	11680	Vasopressin V1a receptor	P30560	SINGLE PROTEIN	Rattus norvegicus	444	611
CHEMBL3207	13024	Somatostatin receptor 2	P30875	SINGLE PROTEIN	Mus musculus	15	19
CHEMBL3223	11923	Serotonin 7 (5-HT7) receptor	P32305	SINGLE PROTEIN	Rattus norvegicus	420	613
CHEMBL2668	11897	Neurokinin 1 receptor	P30548	SINGLE PROTEIN	Mus musculus	6	6
CHEMBL2672	17134	Muscarinic acetylcholine receptor M1	Q8WMX0	SINGLE PROTEIN	Bos taurus	33	37
CHEMBL3621	10530	Nociceptin receptor	P35377	SINGLE PROTEIN	Mus musculus	93	208
CHEMBL3636	10985	Neuromedin B receptor	P28336	SINGLE PROTEIN	Homo sapiens	210	233
CHEMBL3677	17135	Kappa opioid receptor	Q8WNX7	SINGLE PROTEIN	Sus scrofa	1	1
CHEMBL3724	10814	Lysophosphatidic acid receptor Edg-4	Q9HBW0	SINGLE PROTEIN	Homo sapiens	143	280
CHEMBL3737	11863	Serotonin 1a (5-HT1a) receptor	Q64264	SINGLE PROTEIN	Mus musculus	103	169
CHEMBL3754	17052	Beta-2 adrenergic receptor	P10608	SINGLE PROTEIN	Rattus norvegicus	106	132
CHEMBL3998	11426	Dopamine D2 receptor	P20288	SINGLE PROTEIN	Bos taurus	429	758
CHEMBL4080	10679	Bombesin receptor subtype-3	P32247	SINGLE PROTEIN	Homo sapiens	300	641
CHEMBL3928	20027	C-C chemokine receptor type 3	O54814	SINGLE PROTEIN	Rattus norvegicus	3	3
CHEMBL4111	17021	Bradykinin B2 receptor	O70526	SINGLE PROTEIN	Cavia porcellus	306	435
CHEMBL4227	100338	Lipoxin A4 receptor	P25090	SINGLE PROTEIN	Homo sapiens	205	289
CHEMBL4566	12569	Endothelin receptor ET-A	P26684	SINGLE PROTEIN	Rattus norvegicus	996	1118
