P49758	HGNC:10002	RGS6	ENSG00000182732	regulator of G-protein signaling 6	Regulators of G-protein signaling
Q9NR83	HGNC:15930	SLC2A4RG	ENSG00000125520	SLC2A4 regulator	None
Q9NWZ5	HGNC:15938	UCKL1	ENSG00000198276	uridine-cytidine kinase 1 like 1	None
P51946	HGNC:1594	CCNH	ENSG00000134480	cyclin H	Cyclins
Q9NPA5	HGNC:15940	ZFP64	ENSG00000020256	ZFP64 zinc finger protein	Zinc fingers C2H2-type
Q9P2W9	HGNC:15942	STX18	ENSG00000168818	syntaxin 18	Syntaxins
Q9BZF9	HGNC:15947	UACA	ENSG00000137831	uveal autoantigen with coiled-coil domains and ankyrin repeats	Ankyrin repeat domain containing
Q8N5A5	HGNC:15948	ZGPAT	ENSG00000197114	zinc finger CCCH-type and G-patch domain containing	Zinc fingers CCCH-type
Q96QE2	HGNC:15956	SLC2A13	ENSG00000151229	solute carrier family 2 member 13	Solute carriers
Q9H3D4	HGNC:15979	TP63	ENSG00000073282	tumor protein p63	None
Q4LDE5	HGNC:15985	SVEP1	ENSG00000165124	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	Sushi domain containing
O76003	HGNC:15987	GLRX3	ENSG00000108010	glutaredoxin 3	None
Q9H2A9	HGNC:15993	CHST8	ENSG00000124302	carbohydrate sulfotransferase 8	Sulfotransferases, membrane bound
Q9HAC7	HGNC:16001	SUGCT	ENSG00000175600	succinyl-CoA:glutarate-CoA transferase	None
Q9Y575	HGNC:16013	ASB3	ENSG00000115239	ankyrin repeat and SOCS box containing 3	Ankyrin repeat domain containing
Q5KU26	HGNC:16016	COLEC12	ENSG00000158270	collectin subfamily member 12	Collectins
P32246	HGNC:1602	CCR1	ENSG00000163823	C-C motif chemokine receptor 1	CD molecules
O95760	HGNC:16028	IL33	ENSG00000137033	interleukin 33	Interleukins
P41597	HGNC:1603	CCR2	ENSG00000121807	C-C motif chemokine receptor 2	CD molecules
Q8N138	HGNC:16038	ORMDL3	ENSG00000172057	ORMDL sphingolipid biosynthesis regulator 3	None
P51677	HGNC:1604	CCR3	ENSG00000183625	C-C motif chemokine receptor 3	CD molecules
Q15185	HGNC:16049	PTGES3	ENSG00000110958	prostaglandin E synthase 3	None
P51679	HGNC:1605	CCR4	ENSG00000183813	C-C motif chemokine receptor 4	CD molecules
Q8TEW0	HGNC:16051	PARD3	ENSG00000148498	par-3 family cell polarity regulator	Protein phosphatase 1 regulatory subunits
P51681	HGNC:1606	CCR5	ENSG00000160791	C-C motif chemokine receptor 5 (gene/pseudogene)	CD molecules
P55197	HGNC:16063	MLLT10	ENSG00000078403	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10	PHD finger proteins
P51684	HGNC:1607	CCR6	ENSG00000112486	C-C motif chemokine receptor 6	CD molecules
Q9NRW4	HGNC:16077	DUSP22	ENSG00000112679	dual specificity phosphatase 22	Atypical dual specificity phosphatases
P32248	HGNC:1608	CCR7	ENSG00000126353	C-C motif chemokine receptor 7	CD molecules
Q96NB2	HGNC:16086	SFXN2	ENSG00000156398	sideroflexin 2	Sideroflexins
Q86UZ6	HGNC:16094	ZBTB46	ENSG00000130584	zinc finger and BTB domain containing 46	Zinc fingers C2H2-type
Q96NM4	HGNC:16095	TOX2	ENSG00000124191	TOX high mobility group box family member 2	None
Q9BVI0	HGNC:16098	PHF20	ENSG00000025293	PHD finger protein 20	PHD finger proteins
Q9Y615	HGNC:161	ACTL7A	ENSG00000187003	actin like 7A	None
P51686	HGNC:1610	CCR9	ENSG00000173585	C-C motif chemokine receptor 9	CD molecules
O00421	HGNC:1612	CCRL2	ENSG00000121797	C-C motif chemokine receptor like 2	Atypical chemokine receptors
A1Z1Q3	HGNC:16126	MACROD2	ENSG00000172264	MACRO domain containing 2	None
Q9H3Z7	HGNC:16128	ABHD16B	ENSG00000183260	abhydrolase domain containing 16B	Abhydrolase domain containing
Q9BYL1	HGNC:16129	SAMD10	ENSG00000130590	sterile alpha motif domain containing 10	Sterile alpha motif (SAM) domain containing
O14618	HGNC:1613	CCS	ENSG00000173992	copper chaperone for superoxide dismutase	None
Q8N6M3	HGNC:16135	FITM2	ENSG00000197296	fat storage inducing transmembrane protein 2	None
Q9H3Y8	HGNC:16142	PPDPF	ENSG00000125534	pancreatic progenitor cell differentiation and proliferation factor	None
Q9BTV7	HGNC:16143	CABLES2	ENSG00000149679	Cdk5 and Abl enzyme substrate 2	None
Q8NC74	HGNC:16144	RBBP8NL	ENSG00000130701	RBBP8 N-terminal like	None
Q9H1L0	HGNC:16159	MIR1-1HG	ENSG00000174407	MIR1-1 host gene	None
Q8N2H4	HGNC:16162	SYS1	ENSG00000204070	Sys1 golgi trafficking protein	None
Q5JPB2	HGNC:16167	ZNF831	ENSG00000124203	zinc finger protein 831	None
P59827	HGNC:16179	BPIFB4	ENSG00000186191	BPI fold containing family B member 4	BPI fold containing
Q96DR5	HGNC:16203	BPIFA2	ENSG00000131050	BPI fold containing family A member 2	BPI fold containing
Q9BQP9	HGNC:16204	BPIFA3	ENSG00000131059	BPI fold containing family A member 3	BPI fold containing
B1AKI9	HGNC:16213	ISM1	ENSG00000101230	isthmin 1, angiogenesis inhibitor	None
Q9NTU7	HGNC:16231	CBLN4	ENSG00000054803	cerebellin 4 precursor	None
Q8NI51	HGNC:16234	CTCFL	ENSG00000124092	CCCTC-binding factor like	Zinc fingers C2H2-type
Q9H3Z4	HGNC:16235	DNAJC5	ENSG00000101152	DnaJ heat shock protein family (Hsp40) member C5	DNAJ (HSP40) heat shock proteins
Q9H4K7	HGNC:16239	MTG2	ENSG00000101181	mitochondrial ribosome associated GTPase 2	None
Q9H3Y0	HGNC:16249	R3HDML	ENSG00000101074	R3H domain containing like	None
Q8IZL2	HGNC:16259	MAML2	ENSG00000184384	mastermind like transcriptional coactivator 2	None
P46937	HGNC:16262	YAP1	ENSG00000137693	Yes associated protein 1	None
O95907	HGNC:16270	SLC16A8	ENSG00000100156	solute carrier family 16 member 8	Solute carriers
Q92556	HGNC:16286	ELMO1	ENSG00000155849	engulfment and cell motility 1	Engulfment and cell motility proteins
P12814	HGNC:163	ACTN1	ENSG00000072110	actinin alpha 1	Actinins
P15391	HGNC:1633	CD19	ENSG00000177455	CD19 molecule	CD molecules
Q6IS24	HGNC:16347	WBSCR17	ENSG00000185274	Williams-Beuren syndrome chromosome region 17	Polypeptide N-acetylgalactosaminyltransferases
Q9UI43	HGNC:16352	MRM2	ENSG00000122687	mitochondrial rRNA methyltransferase 2	None
Q9P202	HGNC:16361	WHRN	ENSG00000095397	whirlin	PDZ domain containing
Q99497	HGNC:16369	PARK7	ENSG00000116288	Parkinsonism associated deglycase	Parkinson disease associated genes
Q13049	HGNC:16380	TRIM32	ENSG00000119401	tripartite motif containing 32	Ring finger proteins
Q5SGD2	HGNC:16381	PPM1L	ENSG00000163590	protein phosphatase, Mg2+/Mn2+ dependent 1L	Protein phosphatases, Mg2+/Mn2+ dependent
Q9H257	HGNC:16391	CARD9	ENSG00000187796	caspase recruitment domain family member 9	Caspase recruitment domain containing
Q9BXL7	HGNC:16393	CARD11	ENSG00000198286	caspase recruitment domain family member 11	Membrane associated guanylate kinases
Q9BXW6	HGNC:16398	OSBPL1A	ENSG00000141447	oxysterol binding protein like 1A	Ankyrin repeat domain containing
Q8WV93	HGNC:16411	LACE1	ENSG00000135537	lactation elevated 1	None
Q5VXU1	HGNC:16443	NKAIN2	ENSG00000188580	Na+/K+ transporting ATPase interacting 2	Na+/K+ transporting ATPase interacting
A6NLU0	HGNC:16449	RFPL4A	ENSG00000223638	ret finger protein like 4A	Ring finger proteins
O94887	HGNC:16460	FARP2	ENSG00000006607	FERM, ARH/RhoGEF and pleckstrin domain protein 2	Pleckstrin homology domain containing
Q9UMX1	HGNC:16466	SUFU	ENSG00000107882	SUFU negative regulator of hedgehog signaling	None
Q9UMX9	HGNC:16472	SLC45A2	ENSG00000164175	solute carrier family 45 member 2	Solute carriers
Q9ULJ6	HGNC:16493	ZMIZ1	ENSG00000108175	zinc finger MIZ-type containing 1	Zinc fingers MIZ-type
Q9UKU0	HGNC:16496	ACSL6	ENSG00000164398	acyl-CoA synthetase long-chain family member 6	Acyl-CoA synthetase family
Q08043	HGNC:165	ACTN3	ENSG00000248746	actinin alpha 3 (gene/pseudogene)	Actinins
P50479	HGNC:16501	PDLIM4	ENSG00000131435	PDZ and LIM domain 4	LIM domain containing
Q9Y2D8	HGNC:16509	SSX2IP	ENSG00000117155	SSX family member 2 interacting protein	None
Q8WZ55	HGNC:16512	BSND	ENSG00000162399	barttin CLCNK type accessory beta subunit	Chloride voltage-gated channels
Q8TDI7	HGNC:16527	TMC2	ENSG00000149488	transmembrane channel like 2	Transmembrane channel likes
Q9UK85	HGNC:16528	DKKL1	ENSG00000104901	dickkopf like acrosomal protein 1	None
P10747	HGNC:1653	CD28	ENSG00000178562	CD28 molecule	CD molecules
P20138	HGNC:1659	CD33	ENSG00000105383	CD33 molecule	CD molecules
Q9BYE3	HGNC:16615	LCE3D	ENSG00000163202	late cornified envelope 3D	Late cornified envelope proteins
P28906	HGNC:1662	CD34	ENSG00000174059	CD34 molecule	CD molecules
O96017	HGNC:16627	CHEK2	ENSG00000183765	checkpoint kinase 2	None
O60333	HGNC:16636	KIF1B	ENSG00000054523	kinesin family member 1B	Kinesins
Q8WTV0	HGNC:1664	SCARB1	ENSG00000073060	scavenger receptor class B member 1	Scavenger receptors
Q14108	HGNC:1665	SCARB2	ENSG00000138760	scavenger receptor class B member 2	Scavenger receptors
Q9BRJ2	HGNC:16651	MRPL45	ENSG00000278845	mitochondrial ribosomal protein L45	Mitochondrial ribosomal proteins
Q96BY2	HGNC:16658	MOAP1	ENSG00000165943	modulator of apoptosis 1	Paraneoplastic Ma antigens
P28907	HGNC:1667	CD38	ENSG00000004468	CD38 molecule	CD molecules
Q92688	HGNC:16677	ANP32B	ENSG00000136938	acidic nuclear phosphoprotein 32 family member B	ANP32 acidic nuclear phosphoproteins
O95070	HGNC:16688	YIF1A	ENSG00000174851	Yip1 interacting factor homolog A, membrane trafficking protein	YIP family
Q8WY21	HGNC:16697	SORCS1	ENSG00000108018	sortilin related VPS10 domain containing receptor 1	None
P61163	HGNC:167	ACTR1A	ENSG00000138107	ARP1 actin-related protein 1 homolog A, centractin alpha	None
Q8WW38	HGNC:16700	ZFPM2	ENSG00000169946	zinc finger protein, FOG family member 2	Zinc fingers C2H2-type
Q16602	HGNC:16709	CALCRL	ENSG00000064989	calcitonin receptor like receptor	Calcitonin receptors
Q96KN3	HGNC:16714	PKNOX2	ENSG00000165495	PBX/knotted 1 homeobox 2	TALE class homeoboxes and pseudogenes
P20963	HGNC:1677	CD247	ENSG00000198821	CD247 molecule	CD molecules
Q8NFY4	HGNC:16770	SEMA6D	ENSG00000137872	semaphorin 6D	Semaphorins
Q9HCE7	HGNC:16807	SMURF1	ENSG00000198742	SMAD specific E3 ubiquitin protein ligase 1	None
P16070	HGNC:1681	CD44	ENSG00000026508	CD44 molecule (Indian blood group)	Blood group antigens
Q8TCT1	HGNC:16815	PHOSPHO1	ENSG00000173868	phosphoethanolamine/phosphocholine phosphatase	HAD Asp-based non-protein phosphatases
O75794	HGNC:16827	CDC123	ENSG00000151465	cell division cycle 123	None
O14544	HGNC:16833	SOCS6	ENSG00000170677	suppressor of cytokine signaling 6	SH2 domain containing
Q02930	HGNC:16844	CREB5	ENSG00000146592	cAMP responsive element binding protein 5	Basic leucine zipper proteins
P06127	HGNC:1685	CD5	ENSG00000110448	CD5 molecule	CD molecules
Q9HBZ2	HGNC:16876	ARNT2	ENSG00000172379	aryl hydrocarbon receptor nuclear translocator 2	Basic helix-loop-helix proteins
P19256	HGNC:1688	CD58	ENSG00000116815	CD58 molecule	CD molecules
Q96RU8	HGNC:16891	TRIB1	ENSG00000173334	tribbles pseudokinase 1	None
Q15025	HGNC:16903	TNIP1	ENSG00000145901	TNFAIP3 interacting protein 1	None
P30203	HGNC:1691	CD6	ENSG00000013725	CD6 molecule	CD molecules
Q9Y646	HGNC:16910	CPQ	ENSG00000104324	carboxypeptidase Q	None
O75325	HGNC:16914	LRRN2	ENSG00000170382	leucine rich repeat neuronal 2	I-set domain containing
Q99490	HGNC:16921	AGAP2	ENSG00000135439	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	ArfGAPs
Q9UPQ3	HGNC:16922	AGAP1	ENSG00000157985	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	ArfGAPs
Q96P48	HGNC:16925	ARAP1	ENSG00000186635	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	ArfGAPs
O76041	HGNC:16932	NEBL	ENSG00000078114	nebulette	LIM domain containing
Q07108	HGNC:1694	CD69	ENSG00000110848	CD69 molecule	CD molecules
Q96I25	HGNC:16944	RBM17	ENSG00000134453	RNA binding motif protein 17	G-patch domain containing
Q15063	HGNC:16953	POSTN	ENSG00000133110	periostin	Gla domain containing
O15498	HGNC:16959	YKT6	ENSG00000106636	YKT6 v-SNARE homolog (S. cerevisiae)	SNAREs
Q15762	HGNC:16961	CD226	ENSG00000150637	CD226 molecule	CD molecules
Q92496	HGNC:16979	CFHR4	ENSG00000134365	complement factor H related 4	Complement system
Q9UBU8	HGNC:16989	MORF4L1	ENSG00000185787	mortality factor 4 like 1	EMSY complex
P33681	HGNC:1700	CD80	ENSG00000121594	CD80 molecule	CD molecules
O95147	HGNC:17007	DUSP14	ENSG00000276023	dual specificity phosphatase 14	Atypical dual specificity phosphatases
O95684	HGNC:17012	FGFR1OP	ENSG00000213066	FGFR1 oncogene partner	None
P62312	HGNC:17017	LSM6	ENSG00000164167	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	None
O75129	HGNC:17021	ASTN2	ENSG00000148219	astrotactin 2	Fibronectin type III domain containing
Q96H20	HGNC:17028	SNF8	ENSG00000159210	SNF8, ESCRT-II complex subunit	ESCRT-II
Q01151	HGNC:1703	CD83	ENSG00000112149	CD83 molecule	CD molecules
Q969G9	HGNC:17045	NKD1	ENSG00000140807	naked cuticle homolog 1	EF-hand domain containing
P42081	HGNC:1705	CD86	ENSG00000114013	CD86 molecule	CD molecules
Q9Y2H5	HGNC:17053	PLEKHA6	ENSG00000143850	pleckstrin homology domain containing A6	Pleckstrin homology domain containing
Q92845	HGNC:17060	KIFAP3	ENSG00000075945	kinesin associated protein 3	None
Q9NYJ8	HGNC:17075	TAB2	ENSG00000055208	TGF-beta activated kinase 1/MAP3K7 binding protein 2	Zinc fingers RANBP2-type 
O75144	HGNC:17087	ICOSLG	ENSG00000160223	inducible T-cell costimulator ligand	CD molecules
Q8NF91	HGNC:17089	SYNE1	ENSG00000131018	spectrin repeat containing nuclear envelope protein 1	Spectrin repeat containing nuclear envelope family
Q92619	HGNC:17102	ARHGAP45	ENSG00000180448	Rho GTPase activating protein 45	Rho GTPase activating proteins
Q9Y5L0	HGNC:17103	TNPO3	ENSG00000064419	transportin 3	Importins
Q8TE57	HGNC:17108	ADAMTS16	ENSG00000145536	ADAM metallopeptidase with thrombospondin type 1 motif 16	ADAM metallopeptidases with thrombospondin type 1 motif
Q9NWT6	HGNC:17113	HIF1AN	ENSG00000166135	hypoxia inducible factor 1 alpha subunit inhibitor	None
Q9NPH9	HGNC:17119	IL26	ENSG00000111536	interleukin 26	Interleukins
Q13342	HGNC:17133	SP140	ENSG00000079263	SP140 nuclear body protein	PHD finger proteins
Q96CV9	HGNC:17142	OPTN	ENSG00000123240	optineurin	None
Q6P2E9	HGNC:17157	EDC4	ENSG00000038358	enhancer of mRNA decapping 4	None
Q9BWV1	HGNC:17173	BOC	ENSG00000144857	BOC cell adhesion associated, oncogene regulated	Fibronectin type III domain containing
Q9P212	HGNC:17175	PLCE1	ENSG00000138193	phospholipase C epsilon 1	Phospholipases
Q6UX06	HGNC:17190	OLFM4	ENSG00000102837	olfactomedin 4	None
Q9UIG4	HGNC:17199	PSORS1C2	ENSG00000204538	psoriasis susceptibility 1 candidate 2	None
Q9UIG5	HGNC:17202	PSORS1C1	ENSG00000204540	psoriasis susceptibility 1 candidate 1	None
Q9NRP7	HGNC:17209	STK36	ENSG00000163482	serine/threonine kinase 36	None
Q9Y2C2	HGNC:17223	UST	ENSG00000111962	uronyl 2-sulfotransferase	Sulfotransferases, membrane bound
P30305	HGNC:1726	CDC25B	ENSG00000101224	cell division cycle 25B	Class III Cys-based CDC25 phosphatases
Q9HCU9	HGNC:17262	BRMS1	ENSG00000174744	breast cancer metastasis suppressor 1	None
P62070	HGNC:17271	RRAS2	ENSG00000133818	related RAS viral (r-ras) oncogene homolog 2	RAS type GTPase family
Q9H5I1	HGNC:17287	SUV39H2	ENSG00000152455	suppressor of variegation 3-9 homolog 2	Lysine methyltransferases
Q6Q788	HGNC:17288	APOA5	ENSG00000110243	apolipoprotein A5	Apolipoproteins
Q9BZL6	HGNC:17293	PRKD2	ENSG00000105287	protein kinase D2	Pleckstrin homology domain containing
Q5VWQ8	HGNC:17294	DAB2IP	ENSG00000136848	DAB2 interacting protein	C2 and RasGAP domain containing
Q7Z3B1	HGNC:17302	NEGR1	ENSG00000172260	neuronal growth regulator 1	I-set domain containing
P31941	HGNC:17343	APOBEC3A	ENSG00000128383	apolipoprotein B mRNA editing enzyme catalytic subunit 3A	Apolipoprotein B mRNA editing enzyme catalytic subunits
Q9BUQ8	HGNC:17347	DDX23	ENSG00000174243	DEAD-box helicase 23	DEAD-box helicases
Q16543	HGNC:1735	CDC37	ENSG00000105401	cell division cycle 37	None
Q96JA1	HGNC:17360	LRIG1	ENSG00000144749	leucine rich repeats and immunoglobulin like domains 1	I-set domain containing
Q14865	HGNC:17362	ARID5B	ENSG00000150347	AT-rich interaction domain 5B	AT-rich interaction domain containing
Q5TD97	HGNC:17371	FHL5	ENSG00000112214	four and a half LIM domains 5	LIM domain containing
Q9UIJ7	HGNC:17376	AK3	ENSG00000147853	adenylate kinase 3	Adenylate kinases
Q9NRB3	HGNC:17423	CHST12	ENSG00000136213	carbohydrate sulfotransferase 12	Sulfotransferases, membrane bound
Q99459	HGNC:1743	CDC5L	ENSG00000096401	cell division cycle 5 like	Myb/SANT domain containing
Q7Z7G1	HGNC:17438	CLNK	ENSG00000109684	cytokine dependent hematopoietic cell linker	SH2 domain containing
Q9HBK9	HGNC:17452	AS3MT	ENSG00000214435	arsenite methyltransferase	None
Q8NBI5	HGNC:17466	SLC43A3	ENSG00000134802	solute carrier family 43 member 3	Solute carriers
Q96HC4	HGNC:17468	PDLIM5	ENSG00000163110	PDZ and LIM domain 5	LIM domain containing
P12830	HGNC:1748	CDH1	ENSG00000039068	cadherin 1	CD molecules
Q9Y6N8	HGNC:1749	CDH10	ENSG00000040731	cadherin 10	Type II classical cadherins
Q9BXL5	HGNC:17509	HEMGN	ENSG00000136929	hemogen	None
P55289	HGNC:1751	CDH12	ENSG00000154162	cadherin 12	Type II classical cadherins
P55290	HGNC:1753	CDH13	ENSG00000140945	cadherin 13	Major cadherins
Q8WYK2	HGNC:17546	JDP2	ENSG00000140044	Jun dimerization protein 2	Basic leucine zipper proteins
Q96L96	HGNC:17574	ALPK3	ENSG00000136383	alpha kinase 3	I-set domain containing
Q6ZWJ8	HGNC:17585	KCP	ENSG00000135253	kielin/chordin-like protein	None
Q8WV07	HGNC:17589	ORAOV1	ENSG00000149716	oral cancer overexpressed 1	None
Q9BT67	HGNC:17592	NDFIP1	ENSG00000131507	Nedd4 family interacting protein 1	None
P22223	HGNC:1762	CDH3	ENSG00000062038	cadherin 3	Type I classical cadherins
P55283	HGNC:1763	CDH4	ENSG00000179242	cadherin 4	Type I classical cadherins
Q9H816	HGNC:17641	DCLRE1B	ENSG00000118655	DNA cross-link repair 1B	None
Q9UKA9	HGNC:17662	PTBP2	ENSG00000117569	polypyrimidine tract binding protein 2	RNA binding motif containing
Q9ULB4	HGNC:1768	CDH9	ENSG00000113100	cadherin 9	Type II classical cadherins
Q15131	HGNC:1770	CDK10	ENSG00000185324	cyclin dependent kinase 10	Cyclin dependent kinases
P24941	HGNC:1771	CDK2	ENSG00000123374	cyclin dependent kinase 2	Cyclin dependent kinases
Q7Z698	HGNC:17722	SPRED2	ENSG00000198369	sprouty related EVH1 domain containing 2	None
Q00534	HGNC:1777	CDK6	ENSG00000105810	cyclin dependent kinase 6	Cyclin dependent kinases
O95759	HGNC:17791	TBC1D8	ENSG00000204634	TBC1 domain family member 8	GRAM domain containing
Q96AJ9	HGNC:17792	VTI1A	ENSG00000151532	vesicle transport through interaction with t-SNAREs 1A	SNAREs
Q7L0Q8	HGNC:17794	RHOU	ENSG00000116574	ras homolog family member U	Rho family GTPases
Q86US8	HGNC:17809	SMG6	ENSG00000070366	SMG6, nonsense mediated mRNA decay factor	None
Q96P26	HGNC:17818	NT5C1B	ENSG00000185013	5'-nucleotidase, cytosolic IB	5'-nucleotidases
Q9BXI3	HGNC:17819	NT5C1A	ENSG00000116981	5'-nucleotidase, cytosolic IA	5'-nucleotidases
P46527	HGNC:1785	CDKN1B	ENSG00000111276	cyclin dependent kinase inhibitor 1B	None
Q9Y3B8	HGNC:17851	REXO2	ENSG00000076043	RNA exonuclease 2	Exonucleases
Q9P2D0	HGNC:17853	IBTK	ENSG00000005700	inhibitor of Bruton tyrosine kinase	Ankyrin repeat domain containing
Q8NC51	HGNC:17860	SERBP1	ENSG00000142864	SERPINE1 mRNA binding protein 1	None
P42771	HGNC:1787	CDKN2A	ENSG00000147889	cyclin dependent kinase inhibitor 2A	None
Q9NPI5	HGNC:17871	NMRK2	ENSG00000077009	nicotinamide riboside kinase 2	None
Q9H993	HGNC:17872	ARMT1	ENSG00000146476	acidic residue methyltransferase 1	None
P42772	HGNC:1788	CDKN2B	ENSG00000147883	cyclin dependent kinase inhibitor 2B	None
Q8IWU2	HGNC:17880	LMTK2	ENSG00000164715	lemur tyrosine kinase 2	Receptor Tyrosine Kinases
Q9NZI5	HGNC:17923	GRHL1	ENSG00000134317	grainyhead like transcription factor 1	None
Q9NZI6	HGNC:17925	TFCP2L1	ENSG00000115112	transcription factor CP2-like 1	None
Q9P121	HGNC:17941	NTM	ENSG00000182667	neurotrimin	I-set domain containing
Q7Z2W7	HGNC:17961	TRPM8	ENSG00000144481	transient receptor potential cation channel subfamily M member 8	Transient receptor potential cation channels
Q9H9S5	HGNC:17997	FKRP	ENSG00000181027	fukutin related protein	None
Q13685	HGNC:18	AAMP	ENSG00000127837	angio associated migratory cell protein	WD repeat domain containing
O96008	HGNC:18001	TOMM40	ENSG00000130204	translocase of outer mitochondrial membrane 40	Translocase of outer mitochondrial membrane complex
Q7RTU3	HGNC:18003	OLIG3	ENSG00000177468	oligodendrocyte transcription factor 3	Basic helix-loop-helix proteins
Q9Y2I1	HGNC:18006	NISCH	ENSG00000010322	nischarin	None
Q6DKJ4	HGNC:18008	NXN	ENSG00000167693	nucleoredoxin	None
Q9H8U3	HGNC:18019	ZFAND3	ENSG00000156639	zinc finger AN1-type containing 3	Zinc fingers AN1-type
Q96A56	HGNC:18022	TP53INP1	ENSG00000164938	tumor protein p53 inducible nuclear protein 1	None
Q96A84	HGNC:18036	EMID1	ENSG00000186998	EMI domain containing 1	EMI domain containing
Q8NFD5	HGNC:18040	ARID1B	ENSG00000049618	AT-rich interaction domain 1B	AT-rich interaction domain containing
Q9H2S5	HGNC:18064	RNF39	ENSG00000204618	ring finger protein 39	Ring finger proteins
Q7Z589	HGNC:18071	EMSY	ENSG00000158636	EMSY, BRCA2 interacting transcriptional repressor	EMSY complex
Q9H6I2	HGNC:18122	SOX17	ENSG00000164736	SRY-box 17	SRY (sex determining region Y)-boxes
Q8IZU8	HGNC:18144	DSEL	ENSG00000171451	dermatan sulfate epimerase-like	None
Q9NNW7	HGNC:18155	TXNRD2	ENSG00000184470	thioredoxin reductase 2	None
Q15750	HGNC:18157	TAB1	ENSG00000100324	TGF-beta activated kinase 1/MAP3K7 binding protein 1	None
Q9BZW8	HGNC:18171	CD244	ENSG00000122223	CD244 molecule	CD molecules
Q9NZ08	HGNC:18173	ERAP1	ENSG00000164307	endoplasmic reticulum aminopeptidase 1	Aminopeptidases
Q8TF65	HGNC:18177	GIPC2	ENSG00000137960	GIPC PDZ domain containing family member 2	PDZ domain containing
Q9UJM3	HGNC:18185	ERRFI1	ENSG00000116285	ERBB receptor feedback inhibitor 1	None
Q9HAT2	HGNC:18187	SIAE	ENSG00000110013	sialic acid acetylesterase	None
Q9UM00	HGNC:18188	TMCO1	ENSG00000143183	transmembrane and coiled-coil domains 1	None
Q70YC4	HGNC:18194	ZNF365	ENSG00000138311	zinc finger protein 365	Zinc fingers C2H2-type
Q9HCU0	HGNC:18219	CD248	ENSG00000174807	CD248 molecule	CD molecules
Q9NWB1	HGNC:18222	RBFOX1	ENSG00000078328	RNA binding protein, fox-1 homolog 1	RNA binding motif containing
Q8NDB2	HGNC:18233	BANK1	ENSG00000153064	B-cell scaffold protein with ankyrin repeats 1	Ankyrin repeat domain containing
Q96LA8	HGNC:18241	PRMT6	ENSG00000198890	protein arginine methyltransferase 6	Protein arginine methyltransferases
Q8NDN9	HGNC:18243	RCBTB1	ENSG00000136144	RCC1 and BTB domain containing protein 1	BTB domain containing
Q8WUB8	HGNC:18250	PHF10	ENSG00000130024	PHD finger protein 10	PHD finger proteins
A6NER0	HGNC:18257	TBC1D3F	ENSG00000275954	TBC1 domain family member 3F	None
Q9HBM0	HGNC:18258	VEZT	ENSG00000028203	vezatin, adherens junctions transmembrane protein	None
Q8WWA0	HGNC:18259	ITLN1	ENSG00000179914	intelectin 1	None
Q5VTY9	HGNC:18270	HHAT	ENSG00000054392	hedgehog acyltransferase	Membrane bound O-acyltransferases
Q9BY49	HGNC:18281	PECR	ENSG00000115425	peroxisomal trans-2-enoyl-CoA reductase	Short chain dehydrogenase/reductase superfamily
Q96S21	HGNC:18285	RAB40C	ENSG00000197562	RAB40C, member RAS oncogene family	RAB, member RAS oncogene GTPases
Q92730	HGNC:18314	RND1	ENSG00000172602	Rho family GTPase 1	Rho family GTPases
P49715	HGNC:1833	CEBPA	ENSG00000245848	CCAAT/enhancer binding protein alpha	Basic leucine zipper proteins
Q96IP4	HGNC:18345	FAM46A	ENSG00000112773	family with sequence similarity 46 member A	None
Q8IUC6	HGNC:18348	TICAM1	ENSG00000127666	toll like receptor adaptor molecule 1	TIR domain containing
Q9P2F6	HGNC:18357	ARHGAP20	ENSG00000137727	Rho GTPase activating protein 20	Rho GTPase activating proteins
Q15744	HGNC:1836	CEBPE	ENSG00000092067	CCAAT/enhancer binding protein epsilon	Basic leucine zipper proteins
Q9UM07	HGNC:18368	PADI4	ENSG00000159339	peptidyl arginine deiminase 4	Peptidyl arginine deiminases
Q9H0U4	HGNC:18370	RAB1B	ENSG00000174903	RAB1B, member RAS oncogene family	RAB, member RAS oncogene GTPases
Q8WWQ2	HGNC:18374	HPSE2	ENSG00000172987	heparanase 2 (inactive)	None
Q86VW0	HGNC:18379	SESTD1	ENSG00000187231	SEC14 and spectrin domain containing 1	None
Q8IV01	HGNC:18381	SYT12	ENSG00000173227	synaptotagmin 12	Synaptotagmins
P0C7M3	HGNC:18387	SFTA3	ENSG00000229415	surfactant associated 3	None
Q96GE6	HGNC:18445	CALML4	ENSG00000129007	calmodulin like 4	EF-hand domain containing
Q8NCW5	HGNC:18453	NAXE	ENSG00000163382	NAD(P)HX epimerase	None
Q9BWX1	HGNC:18458	PHF7	ENSG00000010318	PHD finger protein 7	PHD finger proteins
Q9HC36	HGNC:18485	MRM3	ENSG00000171861	mitochondrial rRNA methyltransferase 3	SPOUT methyltranferase domain containing
O15018	HGNC:18486	PDZD2	ENSG00000133401	PDZ domain containing 2	PDZ domain containing
